# To display the perf.data header info, please use --header/--header-only options.
#
# Samples: 727K of event 'cycles'
# Event count (approx.): 421628435506
#
# Overhead  Command  Shared Object        Symbol                                        
# ........  .......  ...................  ..............................................
#
     0.00%  server   server               [.] 0x000000000000e168                        
     0.00%  server   server               [.] 0x0000000000009180                        
     0.00%  server   [kernel.kallsyms]    [k] blk_finish_plug                           
     0.00%  server   [kernel.kallsyms]    [k] perf_pmu_disable.part.83                  
     0.00%  server   server               [.] 0x000000000000cc1e                        
     0.00%  server   server               [.] 0x000000000000b640                        
     0.00%  server   [kernel.kallsyms]    [k] unmap_single_vma                          
     0.00%  server   libc-2.19.so         [.] 0x00000000000fb4d0                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000802ef                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000827b8                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007efa4                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fe80                        
     0.00%  server   [kernel.kallsyms]    [k] vmacache_update                           
     0.00%  server   libc-2.19.so         [.] 0x000000000007fe69                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f013                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000001218e                        
     0.00%  server   server               [.] 0x0000000000007511                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007ff55                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000ebf57                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000b7da                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080454                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000804e2                        
     0.00%  server   [kernel.kallsyms]    [k] native_flush_tlb_others                   
     0.00%  server   [kernel.kallsyms]    [k] rcu_process_callbacks                     
     0.00%  server   server               [.] 0x000000000000bb24                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000804cc                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c1bbc                        
     0.00%  server   server               [.] 0x000000000000990a                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fdb6                        
     0.00%  server   server               [.] 0x000000000000a169                        
     0.00%  server   server               [.] 0x000000000000e4a2                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f3c1                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000800d1                        
     0.00%  server   server               [.] 0x000000000000c62c                        
     0.00%  server   server               [.] 0x000000000000c3c5                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000827c1                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007df50                        
     0.00%  server   [kernel.kallsyms]    [k] inode_init_once                           
     0.00%  server   server               [.] 0x00000000000099ad                        
     0.00%  server   server               [.] 0x000000000000a24a                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bff63                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000801e4                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fe29                        
     0.00%  server   server               [.] 0x0000000000009ac7                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fe38                        
     0.00%  server   server               [.] 0x000000000000a2c8                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000082780                        
     0.00%  server   server               [.] 0x000000000000a81c                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000faab3                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007ef7f                        
